year,title,authors,venue,doi,arxiv_id,category,scope_status,abstract,oa_url,id,cited_by_count,pdf,download_status,analysis_status
2023,Semantic Communication With Memory,Huiqiang Xie; Zhijin Qin; Geoffrey Ye Li,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2023.3288236,2303.12335,语义网络、资源分配与边缘智能,核心算法/系统,"While semantic communication succeeds in efﬁ- ciently transmitting due to the strong capability to extract the essential semantic information, it is still far from the intelligent or human-like communications. In this paper, we introduce an essential component, memory, into semantic communications to mimic human communications. Particularly, we investigate a deep learning (DL) based semantic communication system with memory, named Mem-DeepSC, by considering the scenario question answer task. We exploit the universal Transformer based transceiver to extract the semantic information and introduce the memory module to process the context information. Moreover, we derive the relationship between the length of semantic signal and the channel noise to validate the possibility of dynamic transmis- sion. Specially, we propose two dynamic transmission methods to enhance the transmission reliability as well as to reduce the communication overheads by masking some unessential elements, which are recognized through training the model with mutual information. Numerical results show that the proposed Mem- DeepSC is superior to benchmarks in terms of answer accuracy and transmission efﬁciency, i.e., number of transmitted symbols.",https://ieeexplore.ieee.org/ielx7/49/5594698/10159023.pdf,https://openalex.org/W4381802353,66,papers/Semantic_Communication_With_Memory.pdf,downloaded,fulltext_extracted
2023,Semantic Communications With Variable-Length Coding for Extended Reality,Bowen Zhang; Zhijin Qin; Geoffrey Ye Li,IEEE Journal of Selected Topics in Signal Processing,10.1109/jstsp.2023.3300509,2302.08645,图像、视频与沉浸媒体,核心算法/系统,"Wireless extended reality (XR) has attracted wide attentions as a promising technology to improve users’ mobility and quality of experience. However, the ultra-high data rate requirement of wireless XR has hindered its development for many years. To overcome this challenge, we develop a semantic communication framework, where semantically-unimportant in- formation is highly-compressed or discarded in semantic coders, signiﬁcantly improving the transmission efﬁciency. Besides, con- sidering the fact that some source content may have less amount of semantic information or have higher tolerance to channel noise, we propose a universal variable-length semantic-channel coding method. In particular, we ﬁrst use a rate allocation network to estimate the best code length for semantic information and then adjust the coding process accordingly. By adopting some proxy functions, the whole framework is trained in an end-to- end manner. Numerical results show that our semantic system signiﬁcantly outperforms traditional transmission methods and the proposed variable-length coding scheme is superior to the ﬁxed-length coding methods.",https://ieeexplore.ieee.org/ielx7/4200690/5418892/10198383.pdf,https://openalex.org/W4385452934,38,papers/Semantic_Communications_With_Variable-Length_Coding_for_Extended_Reality.pdf,downloaded,fulltext_extracted
2023,Semantic-Aware Image Compressed Sensing,Bowen Zhang; Zhijin Qin; Geoffrey Ye Li,arXiv (Cornell University),10.48550/arxiv.2307.03246,2307.03246,图像、视频与沉浸媒体,核心算法/系统,"Deep learning based image compressed sensing (CS) has achieved great success. However, existing CS systems mainly adopt a fixed measurement matrix to images, ignoring the fact the optimal mea- surement numbers and bases are different for different images. To further improve the sensing efficiency, we propose a novel semantic- aware image CS system. In our system, the encoder first uses a fixed number of base CS measurements to sense different images. Accord- ing to the base CS results, the encoder then employs a policy network to analyze the semantic information in images and determines the measurement matrix for different image areas. At the decoder side, a semantic-aware initial reconstruction network is developed to deal with the changes of measurement matrices used at the encoder. A rate-distortion training loss is further introduced to dynamically ad- just the average compression ratio for the semantic-aware CS system and the policy network is trained jointly with the encoder and the decoder in an end-to-end manner by using some proxy functions. Numerical results show that the proposed semantic-aware image CS system is superior to the traditional ones with fixed measurement matrices.",https://arxiv.org/pdf/2307.03246,https://openalex.org/W4383868690,0,papers/Semantic-Aware_Image_Compressed_Sensing.pdf,downloaded,fulltext_extracted
2023,Semantic-Aware Speech-to-Text Transmission Over MIMO Channels,Zhenzi Weng; Zhijin Qin; Xiaoming Tao,,10.1109/iccworkshops57953.2023.10283658,,文本、语音与大模型,核心算法/系统,"Semantic communications have been utilized to execute numerous intelligent tasks by transmitting task-related semantic information instead of bits. In this paper, we propose a semantic-aware speech-to-text transmission system over MIMO channels with single-user, named SAC-ST. Particularly, a se- mantic communication system to serve the speech-to-text task at the receiver is ﬁrst designed, which compresses the semantic information and generates the text-related semantic features by leveraging the transformer module. Moreover, a novel neural network-enabled semantic-aware network is proposed to facilitate the transmission with high semantic ﬁdelity, which identiﬁes the critical semantic information and guarantees them to be recovered accurately. According to the simulation results, the proposed SAC-ST outperforms the communication framework without the semantic-aware network for speech-to-text transmis- sion over MIMO channels in terms of the speech-to-text metrics, especially in the low signal-to-noise regime.",,https://openalex.org/W4387870810,7,papers/Semantic-Aware_Speech-to-Text_Transmission_Over_MIMO_Channels.pdf,downloaded,fulltext_extracted
2023,Task-Oriented Explainable Semantic Communications Based on Structured Scene Graphs,Shiqi Sun; Zhijin Qin; Huiqiang Xie; Xiaoming Tao,,10.1109/globecom54140.2023.10436793,,图像、视频与沉浸媒体,核心算法/系统,"Semantic communications have been regarded as a promising solution for the next generation communication systems to alleviate the spectral resource shortage and the network congestion. Existing image semantic communication systems extract and transmit global semantics, which can cope with the downstream data reconstruction or intelligent tasks. However, the semantics involved in these methods are still severely redundant and uninterpretable. In this work, we propose a novel task-oriented semantic communication framework based on scene graph, named DeepSC-SG. Specifically, we first devise a scene graph based semantic encoder, which extracts the explainable scene graph semantics from the input images and encodes the semantics into informative graph embeddings. Then we design a joint source-channel (JSC) codec to combat physical channel impairment. After receiving the semantics, a semantic decoder is devised to achieve the downstream image retrieval task by computing scene graph similarities. Simulation results demonstrate that the proposed DeepSC-SG is fairly robust to the channel variations compared to the traditional communication systems, which has great potential in realizing downstream intelligent tasks like image retrieval with significantly reduced size of transmitted data.",,https://openalex.org/W4392152400,6,papers/Task-Oriented_Explainable_Semantic_Communications_Based_on_Structured_Scene_Graphs.pdf,downloaded,fulltext_extracted
2023,Task-Oriented Semantic Communications for Speech Transmission,Zhenzi Weng; Zhijin Qin; Xiaoming Tao,,10.1109/vtc2023-fall60731.2023.10333632,,文本、语音与大模型,核心算法/系统,"Semantic communications execute intelligent tasks at the receiver by only transmitting necessary information. In this paper, we introduce TOS-ST, a task-oriented semantic communication system for speech transmission, which efficiently serves the semantic tasks at the receiver, including speech-to- text translation and speech-to-speech translation. Particularly, TOS-ST condenses the input speech in the source language and extracts the task-related semantics features prior to transmis- sion. At the receiver, these features are recovered and utilized by the neural network-based semantic preserver and machine translation module to generate the uncorrupted text in the target language. To perform the speech-to-speech translation task, the translated text passes through a sophisticated neural network to obtain speech in the target language. According to the simulation results, the TOS-ST outperforms conventional speech transmission systems and exhibits higher robustness against channel impairment.",,https://openalex.org/W4389544952,10,papers/Task-Oriented_Semantic_Communications_for_Speech_Transmission.pdf,downloaded,fulltext_extracted
2023,Vector Quantized Semantic Communication System,Qifan Fu; Huiqiang Xie; Zhijin Qin; Greg Slabaugh; Xiaoming Tao,IEEE Wireless Communications Letters,10.1109/lwc.2023.3255221,2209.11519,鲁棒性、安全与语义噪声,核心算法/系统,"Although analog semantic communication systems have received considerable attention in the literature, there is less work on digital semantic communication systems. In this letter, we develop a deep learning (DL)-enabled vector quantized (VQ) semantic communication system for image transmission, named VQ-DeepSC. Speciﬁcally, we propose a convolutional neural network (CNN)-based transceiver to extract multi-scale semantic features of images and introduce multi-scale semantic embedding spaces to perform semantic feature quantization, ren- dering the data compatible with digital communication systems. Furthermore, we employ adversarial training to improve the quality of received images by introducing a PatchGAN dis- criminator. Experimental results demonstrate that the proposed VQ-DeepSC is more robustness than BPG in digital communica- tion systems and has comparable MS-SSIM performance to the DeepJSCC method.",https://qmro.qmul.ac.uk/xmlui/bitstream/123456789/85144/2/Slabaugh%20Vector%20Quantized%20Semantic%202023%20Accepted.PDF,https://openalex.org/W4323896648,95,papers/Vector_Quantized_Semantic_Communication_System.pdf,downloaded,fulltext_extracted
2024,A GAN-Based Semantic Communication for Text Without CSI,Jin Mao; Ke Xiong; Ming Liu; Zhijin Qin; Wei Chen; Pingyi Fan; Khaled B. Letaief,IEEE Transactions on Wireless Communications,10.1109/twc.2024.3415363,2312.16909,鲁棒性、安全与语义噪声,核心算法/系统,"Recently, semantic communication (SC) has been re- garded as one of the most potential paradigms of 6G. Current SC frameworks require the physical layer channel state information (CSI) in order to handle the severe signal distortion induced by channel fading. Since practical CSI cannot be obtained accurately and the overhead of channel estimation cannot be neglected, we therefore propose a generative adversarial network (GAN) based SC framework (Ti-GSC) that doesn’t require CSI. In Ti-GSC, two main modules, i.e., an autoencoder-based encoder-decoder module (AEDM) and a GAN-based non-CSI signal distortion suppression (SDS) module (GSDSM) are included where AEDM first encodes the data in the semantic dimension at the source be- fore transmission, and then GSDSM suppresses the distortion of the received signals in both syntactic and semantic dimensions at the destination. At last, AEDM decodes the distortion-suppressed signal at the destination. As SDS only relies on learning the syntactic distribution and the semantics of the transmitted data, no prior information such as CSI is needed by GSDSM. In order to measure signal distortion, a novel loss function is proposed where two terms, i.e., a syntactic distortion loss term and a semantic distortion loss term are newly added, and a differentiable semantic measurement method is designed based on the intermediate layers of the AEDM decoder. To achieve better training results of Ti-GSC , two training schemes, i.e., the joint optimization based training (JOT) and the alternating optimization based training (AOT) are designed for the proposed Ti-GSC. Experimental results show that JOT is more efficient for Ti-GSC, and Ti-GSC outperforms conventional communication frameworks in terms of bilingual evaluation understudy (BLEU) score in both Rician and Rayleigh fading channels. Moreover, without CSI, BLEU score achieved by Ti-GSC is about 40% and 62% higher than that achieved by existing SC frameworks in Rician and Rayleigh fading, respectively. Besides, each term of the presented loss function has great impact on the BLEU performance of Ti-GSC, where in Rician fading syntactic learning This work has been submitted to the IEEE for possible publication. Copyright may be transferred without notice, after which this version may no longer be accessible. Jin Mao, Ke Xiong and, Ming Liu are with the Engineering Research Center of Network Management Technology for High Speed Railway of Ministry of Education, School of Computer and Information Technology, Beijing Jiaotong University, Beijing 100044, China, also with the Collaborative Innovation Center of Railway Traffic Safety, Beijing Jiaotong University, Beijing 100044, China, and also with the National Engineering Research Center of Advanced Network Technologies, Beijing Jiaotong University, Beijing 100044, China. E-mail: (jinmao@bjtu.edu.cn; kxiong@bjtu.edu.cn; mingliu@bjtu.edu.cn). Zhijin Qin is with the Department of Electronic Engineering, Tsinghua University, Beijing 100084, China (e-mail: qinzhijin@tsinghua.edu.cn). Wei Chen and Pingyi Fan are with the Beijing National Research Center for Information Science and Technology, and the Department of Elec- tronic Engineering, Tsinghua University, Beijing 100084, China (e-mail: wchen@tsinghua.edu.cn; fpy@tsinghua.edu.cn). Khaled Ben Letaief is with the Department of Electrical and Computer En- gineering, The Hong Kong University of Science and Technology (HKUST), Hong Kong, China (e-mail: eekhaled@ece.ust.hk). has the greatest impact, and in Rayleigh fading, the adversarial learning becomes important.",,https://openalex.org/W4400275634,27,papers/A_GAN-Based_Semantic_Communication_for_Text_Without_CSI.pdf,downloaded,fulltext_extracted
2024,A Robust Semantic Communication System for Image Transmission,Xiang Peng; Zhijin Qin; Xiaoming Tao; Jianhua Lu; Khaled B. Letaief,,10.1109/globecom52923.2024.10901733,2403.09222,鲁棒性、安全与语义噪声,核心算法/系统,"Semantic communications have gained significant attention as a promising approach to address the transmission bottleneck, especially with the continuous development of 6G techniques. Distinct from the well investigated physical channel impairments, this paper focuses on semantic impairments in image, particularly those arising from adversarial perturba- tions. Specifically, we propose a novel metric for quantifying the intensity of semantic impairment and develop a semantic impairment dataset. Furthermore, we introduce a deep learning enabled semantic communication system, termed as DeepSC- RI, to enhance the robustness of image transmission, which incorporates a multi-scale semantic extractor with a dual-branch architecture for extracting semantics with varying granularity, thereby improving the robustness of the system. The fine-grained branch incorporates a semantic importance evaluation module to identify and prioritize crucial semantics, while the coarse- grained branch adopts a hierarchical approach for capturing the robust semantics. These two streams of semantics are seam- lessly integrated via an advanced cross-attention-based semantic fusion module. Experimental results demonstrate the superior performance of DeepSC-RI under various levels of semantic impairment intensity.",,https://openalex.org/W4408325217,6,papers/A_Robust_Semantic_Communication_System_for_Image_Transmission.pdf,downloaded,fulltext_extracted
2024,A Robust Semantic Text Communication System,Xiang Peng; Zhijin Qin; Xiaoming Tao; Jianhua Lü; Lajos Hanzo,IEEE Transactions on Wireless Communications,10.1109/twc.2024.3381950,,鲁棒性、安全与语义噪声,核心算法/系统,"Semantic communication is increasingly viewed as a promising solution to improve the transmission efficiency. However, semantic communications are susceptible not only to physical channel impairments, but also to semantic impairments, which degrade semantic understanding at the receiver and disrupt the associated downstream tasks. Hence, we focus our attention on the robustness of semantic communications against semantic impairments. Specifically, we first categorize textual semantic impairments into three categories based on their sources. Then, we propose a robust deep learning enabled semantic communication system (R-DeepSC) by introducing a semantic corrector for robust semantic encoding so as to facilitate semantic transmission. Moreover, we develop a non- autoregressive version of R-DeepSC, namely NA-RDeepSC, which offers improved inference speed by relying on a non- autoregressive architecture and an adaptive generator embedded into the semantic decoder. NA-RDeepSC performs semantic decoding in parallel, hence reducing the decoding complexity from O(n) to O(1) with a comparable performance to that of R-DeepSC. Our experimental results demonstrate the superior robustness of the proposed R-DeepSC and NA- RDeepSC architectures in eliminating semantic impairments, hence highlighting the significance of this work in advancing the development of robust semantic communications. Index Terms— Semantic communication, semantic impairments, calibrated self-attention, non-autoregressive, text transmission.",https://ieeexplore.ieee.org/ielx7/7693/4656680/10486856.pdf,https://openalex.org/W4393371816,44,papers/A_Robust_Semantic_Text_Communication_System.pdf,downloaded,fulltext_extracted
2024,A Secure and Efficient Distributed Semantic Communication System for Heterogeneous Internet of Things,Weihao Zeng; Xinyu Xu; Qianyun Zhang; Jiting Shi; Zhenyu Guan; Shufeng Li; Zhijin Qin,arXiv,,2407.14140,鲁棒性、安全与语义噪声,核心算法/系统,"Semantic communications are expected to improve the transmission efficiency in Internet of Things (IoT) networks. However, the distributed nature of networks and heterogeneity of devices challenge the secure utilization of semantic com- munication systems. In this paper, we develop a distributed semantic communication system that achieves the security and efficiency during update and usage phases. A blockchain-based trust scheme for update is designed to continuously train and syn- chronize the system in dynamic IoT environments. To improve the updating efficiency, we propose a flexible semantic coding method base on compressive semantic knowledge bases. It greatly reduces the amount of data shared among devices for system update, and realizes the flexible adjustment of the size of knowledge bases and the number of transmitted signal symbols in model training and inference stages. In the usage phase, a signature mechanism for lossy semantics is introduced to guarantee the integrity and authenticity of the transmitted semantics in lossy semantic communications. We further design a noise-aware differential privacy mechanism, which introduces optimized noise based on the different channel information available to heterogeneous devices. Experiments on text transmission tasks show that the proposed system achieves the protection of the integrity and privacy for exchanged semantics, and reduces the data to be transmitted in the update phase by about 35% to 88%, and in the usage phase by 60% compared with related works.",https://arxiv.org/pdf/2407.14140,arxiv:2407.14140,0,papers/A_Secure_and_Efficient_Distributed_Semantic_Communication_System_for_Heterogeneous_Internet_of_Things.pdf,downloaded,fulltext_extracted
2024,A Unified Multi-Task Semantic Communication System for Multimodal Data,Guangyi Zhang; Qiyu Hu; Zhijin Qin; Yunlong Cai; Guanding Yu; Xiaoming Tao,IEEE Transactions on Communications,10.1109/tcomm.2024.3364990,2209.07689,多模态、多任务与多用户,核心算法/系统,"Task-oriented semantic communications have achieved significant performance gains. However, the employed deep neural networks in semantic communications have to be updated when the task is changed or multiple models need to be stored for performing different tasks. To address this issue, we develop a unified deep learning-enabled semantic communication system (U-DeepSC), where a unified end-to-end framework can serve many different tasks with multiple modalities of data. As the number of required features varies from task to task, we propose a vector-wise dynamic scheme that can adjust the number of transmitted symbols for different tasks. Moreover, our dynamic scheme can also adaptively adjust the number of transmitted features under different channel conditions to optimize the transmission efficiency. Particularly, we devise a lightweight feature selection module (FSM) to evaluate the importance of feature vectors, which can hierarchically drop redundant feature vectors and significantly accelerate the inference. To reduce the transmission overhead, we then design a unified codebook for feature representation to serve multiple tasks, where only the indices of these task-specific features in the codebook are transmitted. According to the simulation results, the proposed U-DeepSC achieves comparable performance to the task-oriented semantic communication system designed for a specific task but with significant reduction in both transmission overhead and model size.",,https://openalex.org/W4391677749,140,papers/A_Unified_Multi-Task_Semantic_Communication_System_for_Multimodal_Data.pdf,downloaded,fulltext_extracted
2024,Adaptive Resource Allocation for Semantic Communication Networks,Lingyi Wang; Wei Wu; Fuhui Zhou; Zhaohui Yang; Zhijin Qin; Qihui Wu,IEEE Transactions on Communications,10.1109/tcomm.2024.3405355,2312.01081,鲁棒性、安全与语义噪声,系统与网络层,"Semantic communication, recognized as a promis- ing technology for future intelligent applications, has received widespread research attention. Despite the potential of semantic communication to enhance transmission reliability, especially in low signal-to-noise (SNR) environments, the critical issue of resource allocation and compatibility in the dynamic wireless environment remains largely unexplored. In this paper, we propose an adaptive semantic resource allocation paradigm with semantic-bit quantization (SBQ) compatibly for existing wireless communications, where the inaccurate environment perception introduced by the additional mapping relationship between semantic metrics and transmission metrics is solved. In order to investigate the performance of semantic communication networks, the quality of service for semantic communication (SC- QoS), including the semantic quantization efficiency (SQE) and transmission latency, is proposed for the first time. A problem of maximizing the overall effective SC-QoS is formulated by jointly optimizing the transmit beamforming of the base station, the bits for semantic representation, the subchannel assignment, and the bandwidth resource allocation. To address the non-convex formulated problem, an intelligent resource allocation scheme is proposed based on a hybrid deep reinforcement learning (DRL) algorithm, where the intelligent agent can perceive both semantic tasks and dynamic wireless environments. Simulation results demonstrate that our design can effectively combat semantic noise and achieve superior performance in wireless communi- cations compared to several benchmark schemes. Furthermore, compared to mapping-guided paradigm based resource allocation schemes, our proposed adaptive scheme can achieve up to 13% performance improvement in terms of SC-QoS.",,https://openalex.org/W4398775154,79,papers/Adaptive_Resource_Allocation_for_Semantic_Communication_Networks.pdf,downloaded,fulltext_extracted
2024,AI Empowered Wireless Communications: From Bits to Semantics,Zhijin Qin; Le Liang; Zijing Wang; Shi Jin; Xiaoming Tao; Wen Tong; Geoffrey Ye Li,Proceedings of the IEEE,10.1109/jproc.2024.3437730,,基础理论与综述,系统与网络层,"| Artificial intelligence (AI) and machine learning (ML) have shown tremendous potential in reshaping the landscape of wireless communications and are, therefore, widely expected to be an indispensable part of the next- generation wireless network. This article presents an overview of how AI/ML and wireless communications interact synergistically to improve system performance and provides useful tips and tricks on realizing such performance gains when training AI/ML models. In particular, we discuss in detail the use of AI/ML to revolutionize key physical layer Manuscript received 2 January 2024; revised 8 April 2024; accepted 22 July 2024. Date of publication 20 August 2024; date of current version 30 October 2024. The work of Zhijin Qin was supported in part by the National Key Research and Development Program of China under Grant 2023YFB2904300 and in part by the National Natural Science Foundation of China (NSFC) under Grant 62293484. The work of Le Liang was supported in part by the Natural Science Foundation of Jiangsu Province under Grant BK20220810 and in part by NSFC under Grant 62201145. The work of Shi Jin was supported in part by NSFC under Grant 62261160576, in part by the Key Technologies Research and Development Program of Jiangsu (Prospective and Key Technologies for Industry) under Grant BE2023022 and Grant BE2023022-1, and in part by the Fundamental Research Funds for the Central Universities under Grant 2242023K5003. The work of Xiaoming Tao was supported by NSFC under Grant 61925105. (Corresponding author: Le Liang.) Zhijin Qin, Zijing Wang, and Xiaoming Tao are with the Department of Electronic Engineering, Tsinghua University, Beijing 100084, China, with the State Key Laboratory of Space Network and Communications, Beijing 100084, China, and also with Beijing National Research Center for Information Science and Technology, Beijing 100084, China (e-mail: qinzhijin@tsinghua.edu.cn; wangzijing@tsinghua.edu.cn; taoxm@tsinghua.edu.cn). Le Liang is with the National Mobile Communications Research Laboratory, Southeast University, Nanjing 210096, China, and also with the Purple Mountain Laboratories, Nanjing 211111, China (e-mail: lliang@seu.edu.cn). Shi Jin is with the National Mobile Communications Research Laboratory, Southeast University, Nanjing 210096, China (e-mail: jinshi@seu.edu.cn). Wen Tong is with the Wireless Technology Labs, Huawei Technologies, Ottawa, ON K2K 3J1, Canada (e-mail: tongwen@huawei.com). Geoffrey Ye Li is with the School of Electrical and Electronic Engineering, Imperial College London, SW7 2AZ London, U.K. (e-mail: geoffrey.li@imperial.ac.uk). Digital Object Identifier 10.1109/JPROC.2024.3437730 and lower medium access control (MAC) layer functionalities in traditional wireless communication systems. In addition, we provide a comprehensive overview of the AI/ML-enabled semantic communication systems, including key techniques from data generation to transmission. We also investigate the role of AI/ML as an optimization tool to facilitate the design of efficient resource allocation algorithms in wireless communication networks at both bit and semantic levels. Finally, we analyze major challenges and roadblocks in applying AI/ML in practical wireless system design and share our thoughts and insights on potential solutions.",https://doi.org/10.1109/jproc.2024.3437730,https://openalex.org/W4401871087,70,papers/AI_Empowered_Wireless_Communications_From_Bits_to_Semantics.pdf,downloaded,fulltext_extracted
2024,Compression Ratio Learning and Semantic Communications for Video Imaging,Bowen Zhang; Zhijin Qin; Geoffrey Ye Li,IEEE Journal of Selected Topics in Signal Processing,10.1109/jstsp.2024.3405853,2310.06246,图像、视频与沉浸媒体,核心算法/系统,"Camera sensors have been widely used in intelligent robotic systems. Developing camera sensors with high sensing efficiency has always been important to reduce the power, memory, and other related resources. Inspired by recent success on programmable sensors and deep optic methods, we design a novel video compressed sensing system with spatially-variant compression ratios, which achieves higher imaging quality than the existing snapshot compressed imaging methods with the same sensing costs. In this article, we also investigate the data transmission methods for programmable sensors, where the performance of communication systems is evaluated by the reconstructed images or videos rather than the transmission of sensor data itself. Usually, different reconstruction algorithms are designed for applications in high dynamic range imaging, video compressive sensing, or motion debluring. This task-aware property inspires a semantic communication framework for programmable sensors. In this work, a policy-gradient based reinforcement learning method is introduced to achieve the explicit trade-off between the compression (or transmission) rate and the image distortion. Numerical results show the superiority of the proposed methods over existing baselines.",https://ieeexplore.ieee.org/ielx7/4200690/5418892/10539255.pdf,https://openalex.org/W4399039588,8,papers/Compression_Ratio_Learning_and_Semantic_Communications_for_Video_Imaging.pdf,downloaded,fulltext_extracted
2024,Computational Offloading in Semantic-Aware Cloud-Edge-End Collaborative Networks,Zelin Ji; Zhijin Qin,IEEE Journal of Selected Topics in Signal Processing,10.1109/jstsp.2024.3433387,2402.18183,语义网络、资源分配与边缘智能,系统与网络层,"The trend of massive connectivity pushes forward the explosive growth of end devices. The emergence of various applications has prompted a demand for pervasive connectivity and more efﬁcient computing paradigms. On the other hand, the lack of computational capacity of the end devices restricts the implementation of the intelligent applications, and becomes a bottleneck of the multiple access for supporting massive connectivity. Mobile cloud computing (MCC) and mobile edge computing (MEC) techniques enable end devices to ofﬂoad local computation-intensive tasks to servers by networks. In this paper, we consider the cloud-edge-end collaborative networks to utilize distributed computing resources. Furthermore, we apply task-oriented semantic communications to tackle the fast- varying channel between the end devices and MEC servers and reduce the communication cost. To minimize long-term energy consumption on constraints queue stability and computational delay, a Lyapunov-guided deep reinforcement learning hybrid (DRLH) framework is proposed to solve the mixed integer non- linear programming (MINLP) problem. The long-term energy consumption minimization problem is transformed into the deterministic problem in each time frame. The DRLH framework integrates a model-free deep reinforcement learning algorithm with a model-based mathematical optimization algorithm to mitigate computational complexity and leverage the scenario information, so that improving the convergence performance. Numerical results demonstrate that the proposed DRLH frame- work achieves near-optimal performance on energy consumption while stabilizing all queues.",,https://openalex.org/W4400976614,7,papers/Computational_Offloading_in_Semantic-Aware_Cloud-Edge-End_Collaborative_Networks.pdf,downloaded,fulltext_extracted
2024,Computing Networks Enabled Semantic Communications,Zhijin Qin; Jingkai Ying; Dingxi Yang; Hengjiang Wang; Xiaoming Tao,IEEE Network,10.1109/mnet.2024.3352031,2312.00740,语义网络、资源分配与边缘智能,系统与网络层,"Semantic communication has shown great potential in boosting the effectiveness and reliability of communications. However, its systems to date are mostly enabled by deep learning, which requires demanding computing resources. This article proposes a framework for the computing networks en- abled semantic communication system, aiming to offer sufﬁcient computing resources for semantic processing and transmission. Key techniques including semantic sampling and reconstruction, semantic-channel coding, semantic-aware resource allocation and optimization are introduced based on the cloud-edge-end com- puting coordination. Two use cases are demonstrated to show advantages of the proposed framework. The article concludes with several future research directions.",,https://openalex.org/W4390692162,23,papers/Computing_Networks_Enabled_Semantic_Communications.pdf,downloaded,fulltext_extracted
2024,Hybrid Bit and Semantic Communications,Kaiwen Yu; Renhe Fan; Gang Wu; Zhijin Qin,arXiv (Cornell University),10.48550/arxiv.2404.19477,2404.19477,数字化、量化与调制,核心算法/系统,"Semantic communication technology is regarded as a method surpassing the Shannon limit of bit transmission, capable of effectively enhancing transmission efficiency. However, current approaches that directly map content to transmission symbols are challenging to deploy in practice, imposing significant limitations on the development of semantic communication. To address this challenge, we propose a hybrid bit and semantic communication system, named HybridBSC, in which encoded semantic information is inserted into bit information for transmission via conventional digital communication systems utilizing same spectrum resources. The system can be easily deployed using existing communication architecture to achieve bit and semantic information transmission. Particularly, we design a semantic insertion and extraction scheme to implement this strategy. Furthermore, we conduct experimental validation based on the pluto-based software defined radio (SDR) platform in a real wireless channel, demonstrating that the proposed strategy can simultaneously transmit semantic and bit information.",https://arxiv.org/pdf/2404.19477,https://openalex.org/W4396600735,0,papers/Hybrid_Bit_and_Semantic_Communications.pdf,downloaded,fulltext_extracted
2024,Hybrid Digital-Analog Joint Semantic-Channel Coding for Image Transmission,Huiqiang Xie; Zhijin Qin; Zhu Han; Khaled B. Letaief,,10.1109/gcwkshp64532.2024.11101089,,鲁棒性、安全与语义噪声,核心算法/系统,"A key issue in Semantic Communications (SemCom) is how to transmit semantic information over the air, where digital and analog transmission schemes are the typical solutions. However, digital SemCom suffers from leveling-off and cliff- edge effects and analog SemCom faces data security issues. To address these challenges, we propose a novel hybrid digital- analog transmission for SemCom, called HDA-DeepSC. The proposed method integrates the advantages of both digital and analog transmission with digital-analog allocation and fusion modules. We have also developed new loss functions that take into account long-distance dependencies between pixels, essential information recovery, and optimal bitstream generation. The numerical experiments show that HDA-DeepSC achieves better image quality compared to digital and analog SemCom, high- lighting its superior performance in terms of data security.",,https://openalex.org/W4413179990,0,papers/Hybrid_Digital-Analog_Joint_Semantic-Channel_Coding_for_Image_Transmission.pdf,downloaded,fulltext_extracted
2024,"Intellicise Wireless Networks From Semantic Communications: A Survey, Research Issues, and Challenges",Ping Zhang; Wenjun Xu; Yiming Liu; Xiaoqi Qin; Kai Niu; Shuguang Cui; Guangming Shi; Zhijin Qin; Xiaodong Xu; Fengyu Wang; Yue Meng; Chen Dong; Jincheng Dai; Qianqian Yang; Yaping Sun; Dahua Gao; Hui Gao; Shujun Han; Xiaodan Song,IEEE Communications Surveys & Tutorials,10.1109/comst.2024.3443193,,基础理论与综述,综述/观点,"Information and communication technology (ICT) has been an essential part of modern society. However, the current communication systems are not sufﬁcient to meet the demands of emerging applications. Intellicise (intelligent and concise) wireless networks, with their inherent characteristics of intelligence- endogenous and primitive-concise, have been proposed as a promising research direction. In this paper, we focus on intellicise wireless networks from semantic communication (SemCom). We present a comprehensive framework of intellicise wireless networks, including components such as brain for intellicise wireless networks (BIWN), intellicise signal processing, intellicise information transmission, intellicise network organization, and intellicise service bearing. We also investigate the enabling technologies and driving factors of intellicise wireless networks. Subsequently, we introduce the applications of intellicise wireless networks and envision new services. Finally, we outline the challenges of implementing intellicise wireless networks from a broad perspective and discuss possible solutions.",,https://openalex.org/W4401536718,54,papers/Intellicise_Wireless_Networks_From_Semantic_Communications_A_Survey_Research_Issues_and_Challenges.pdf,downloaded,fulltext_extracted
