citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
federated-edge-learning-for-6g-foundations-methodologies-and-applications-2024,2024,"Federated Edge Learning for 6G: Foundations, Methodologies, and Applications",Meixia Tao; Yong Zhou; Yuanming Shi; Jianmin Lu; Shuguang Cui; Jianhua Lu; Khaled B. Letaief,Proceedings of the IEEE,article,10.1109/jproc.2024.3509739,https://openalex.org/W4405361069,"Artificial intelligence (AI) is envisioned to be natively integrated into the sixth-generation (6G) mobile networks to support a diverse range of intelligent applications. Federated edge learning (FEEL) emerges as a vital enabler of this vision by leveraging the sensing, communication, and computation capabilities of geographically dispersed edge devices to collaboratively train AI models without sharing raw data. This article explores the pivotal role of FEEL in advancing both the “wireless for AI” and “AI for wireless” paradigms, thereby facilitating the realization of scalable, adaptive, and intelligent 6G networks. We begin with a comprehensive overview of learning architectures, models, and algorithms that form the foundations of FEEL. We, then, establish a novel task-oriented communication principle to examine key methodologies for deploying FEEL in dynamic and resource-constrained wireless environments, focusing on device scheduling, model compression, model aggregation, and resource allocation. Furthermore, we investigate the domain-specific optimizations of FEEL to facilitate its promising applications, ranging from wireless air-interface technologies to mobile and the Internet of Things (IoT) services. Finally, we highlight key future research directions for enhancing the design and impact of FEEL in 6G.",https://doi.org/10.1109/jproc.2024.3509739,direct,指定团队负责人直接署名：Meixia Tao,"Shanghai Jiao Tong University; ShanghaiTech University; Huawei Technologies (China); Tsinghua University; Chinese University of Hong Kong, Shenzhen; Hong Kong University of Science and Technology; University of Hong Kong",27,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
improving-learning-based-semantic-coding-efficiency-for-image-transmission-via-shared-semantic-aware-codebook-2024,2024,Improving Learning-Based Semantic Coding Efficiency for Image Transmission via Shared Semantic-Aware Codebook,Hongwei Zhang; Meixia Tao; Yaping Sun; Khaled B. Letaief,IEEE Transactions on Communications,article,10.1109/tcomm.2024.3450877,https://openalex.org/W4401943663,"Semantic communications have emerged as a new communication paradigm that extracts and transmits meaningful information relevant to receiver tasks. The trendy semantic coding framework, namely, learning-based joint source-channel coding (JSCC), lies on data-driven principles, with its efficacy depending on the employed neural networks (NNs). This paper introduces a codebook-assisted semantic coding method to improve JSCC performance for image transmission. Notably, a well-constructed codebook is employed to map each source image into a codeword, which subsequently provides shared prior information to assist semantic coding with general NN architectures. The main novelty is two-fold. First, we propose a general semantic-aware codebook construction method based on weighted data-semantic distance. In the case where the semantic information is characterized by discrete labels, this method is refined by encapsulating the labels into codeword indexes. Second, we derive a novel information-theoretic loss function via variational approximation for end-to-end training of the semantic encoder and decoder. This loss function includes a penalty term to mitigate redundancy in the received signals concerning codewords. Extensive experiments conducted over both additive noisy channels and fading channels validate the superior performance of the proposed method with even small-sized codebooks in both image reconstruction and classification accuracy.",https://doi.org/10.1109/tcomm.2024.3450877,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University; Peng Cheng Laboratory; Hong Kong University of Science and Technology; University of Hong Kong,14,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
joint-coding-modulation-for-digital-semantic-communications-via-variational-autoencoder-2024,2024,Joint Coding-Modulation for Digital Semantic Communications via Variational Autoencoder,Yufei Bo; Yiheng Duan; Shuo Shao; Meixia Tao,IEEE Transactions on Communications,article,10.1109/tcomm.2024.3386577,https://openalex.org/W4394627253,"Semantic communications have emerged as a new paradigm for improving communication efficiency by transmitting the semantic information of a source message that is most relevant to a desired task at the receiver. Most existing approaches typically utilize neural networks (NNs) to design end-to-end semantic communication systems, where NN-based semantic encoders output continuously distributed signals to be sent directly to the channel in an analog fashion. In this work, we propose a joint coding-modulation (JCM) framework for digital semantic communications by using variational autoencoder (VAE). Our approach learns the transition probability from source data to discrete constellation symbols, thereby avoiding the non-differentiability problem of digital modulation. Meanwhile, by jointly designing the coding and modulation process together, we can match the obtained modulation strategy with the operating channel condition. We also derive a matching loss function with information-theoretic meaning for end-to-end training. Experiments on image semantic communication validate the superiority of our proposed JCM framework over the state-of-the-art quantization-based digital semantic coding-modulation methods across a wide range of channel conditions, transmission rates, and modulation orders. Furthermore, its performance gap to analog semantic communication reduces as the modulation order increases while enjoying the hardware implementation convenience.",https://doi.org/10.1109/tcomm.2024.3386577,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University,94,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
mambajscc-adaptive-deep-joint-source-channel-coding-with-generalized-state-space-model-2024,2024,MambaJSCC: Adaptive Deep Joint Source-Channel Coding with Generalized State Space Model,Tong Wu; Zhiyong Chen; Meixia Tao; Yaping Sun; Xiaodong Xu; Wenjun Zhang; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2409.16592,https://openalex.org/W4403784022,"Lightweight and efficient neural network models for deep joint source-channel coding (JSCC) are crucial for semantic communications. In this paper, we propose a novel JSCC architecture, named MambaJSCC, that achieves state-of-the-art performance with low computational and parameter overhead. MambaJSCC utilizes the visual state space model with channel adaptation (VSSM-CA) blocks as its backbone for transmitting images over wireless channels, where the VSSM-CA primarily consists of the generalized state space models (GSSM) and the zero-parameter, zero-computational channel adaptation method (CSI-ReST). We design the GSSM module, leveraging reversible matrix transformations to express generalized scan expanding operations, and theoretically prove that two GSSM modules can effectively capture global information. We discover that GSSM inherently possesses the ability to adapt to channels, a form of endogenous intelligence. Based on this, we design the CSI-ReST method, which injects channel state information (CSI) into the initial state of GSSM to utilize its native response, and into the residual state to mitigate CSI forgetting, enabling effective channel adaptation without introducing additional computational and parameter overhead. Experimental results show that MambaJSCC not only outperforms existing JSCC methods (e.g., SwinJSCC) across various scenarios but also significantly reduces parameter size, computational overhead, and inference delay.",https://doi.org/10.48550/arxiv.2409.16592,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
mambajscc-deep-joint-source-channel-coding-with-visual-state-space-model-2024,2024,MambaJSCC: Deep Joint Source-Channel Coding with Visual State Space Model,Tong Wu; Zhiyong Chen; Meixia Tao; Xiaodong Xu; Wenjun Zhang; Ping Zhang,,article,10.1109/globecom52923.2024.10901192,https://openalex.org/W4408324458,"Lightweight and efficient neural network models for deep joint source-channel coding (JSCC) are crucial for semantic communications. In this paper, we design a novel JSCC scheme named MambaJSCC, which utilizes a visual state space model with channel adaptation (VSSM-CA) block as its backbone for transmitting images over wireless channels. The VSSM-CA block utilizes VSSM to integrate images with the state space, enabling feature extraction and encoding processes to operate with linear complexity. It also incorporates channel state information (CSI) via a newly proposed CSI embedding method. This method deploys a shared CSI encoding module within both the encoder and decoder to encode and inject the CSI into each VSSM-CA block, improving the adaptability of a single model to varying channel conditions. Experimental results show that MambaJSCC not only outperforms Swin Transformer based JSCC (SwinJSCC) but also significantly reduces parameter size, computational overhead, and inference delay (ID). In particular, with employing an equal number of the VSSM-CA blocks and the Swin Transformer blocks, MambaJSCC achieves a 0.48 dB gain in peak-signal-to-noise ratio (PSNR) while requiring only 53.3% multiply-accumulate operations, 53.8% of the parameters, and 44.9% of ID.",https://doi.org/10.1109/globecom52923.2024.10901192,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Beijing University of Posts and Telecommunications,8,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
mambajscc-deep-joint-source-channel-coding-with-visual-state-space-model-2024,2024,MambaJSCC: Deep Joint Source-Channel Coding with Visual State Space Model,Tong Wu; Zhiyong Chen; Meixia Tao; Xiaodong Xu; Wenjun Zhang; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2405.03125,https://openalex.org/W4396745667,"Lightweight and efficient deep joint source-channel coding (JSCC) is a key technology for semantic communications. In this paper, we design a novel JSCC scheme named MambaJSCC, which utilizes a visual state space model with channel adaptation (VSSM-CA) block as its backbone for transmitting images over wireless channels. The VSSM-CA block utilizes VSSM to integrate two-dimensional images with the state space, enabling feature extraction and encoding processes to operate with linear complexity. It also incorporates channel state information (CSI) via a newly proposed CSI embedding method. This method deploys a shared CSI encoding module within both the encoder and decoder to encode and inject the CSI into each VSSM-CA block, improving the adaptability of a single model to varying channel conditions. Experimental results show that MambaJSCC not only outperforms Swin Transformer based JSCC (SwinJSCC) but also significantly reduces parameter size, computational overhead, and inference delay (ID). For example, with employing an equal number of the VSSM-CA blocks and the Swin Transformer blocks, MambaJSCC achieves a 0.48 dB gain in peak-signal-to-noise ratio (PSNR) over SwinJSCC while requiring only 53.3% multiply-accumulate operations, 53.8% of the parameters, and 44.9% of ID.",https://doi.org/10.48550/arxiv.2405.03125,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
multi-user-semantic-fusion-for-semantic-communications-over-degraded-broadcast-channels-2024,2024,Multi-User Semantic Fusion for Semantic Communications over Degraded Broadcast Channels,Tong Wu; Zhiyong Chen; Meixia Tao; Bin Xia; Zhang Wenjun,China Communications,article,10.23919/jcc.fa.2023-0766.202410,https://openalex.org/W4404133033,"Degraded broadcast channels (DBC) are a typical multiuser communication scenario, Semantic communications over DBC still lack in-depth research. In this paper, we design a semantic communications approach based on multi-user semantic fusion for wireless image transmission over DBC. The transmitter extracts semantic features for two users separately and then effectively fuses them for broadcasting by leveraging semantic similarity. Unlike traditional allocation of time, power, or bandwidth, the semantic fusion scheme can dynamically control the weight of the semantic features of the two users to balance their performance. Considering the different channel state information (CSI) of both users over DBC, a DBC-Aware method is developed that embeds the CSI of both users into the joint source-channel coding encoder and fusion module to adapt to the channel. Experimental results show that the proposed system outperforms the traditional broadcasting schemes.",https://doi.org/10.23919/jcc.fa.2023-0766.202410,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University,7,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
multi-user-semantic-fusion-for-semantic-communications-over-degraded-broadcast-channels-2024,2024,Multi-User Semantic Fusion for Semantic Communications over Degraded Broadcast Channels,Tong Wu; Zhiyong Chen; Meixia Tao; Bin Xia; Wenjun Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2406.10556,https://openalex.org/W4399794342,"Degraded broadcast channels (DBC) are a typical multiuser communication scenario, Semantic communications over DBC still lack in-depth research. In this paper, we design a semantic communications approach based on multi-user semantic fusion for wireless image transmission over DBC. In the proposed method, the transmitter extracts semantic features for two users separately. It then effectively fuses these semantic features for broadcasting by leveraging semantic similarity. Unlike traditional allocation of time, power, or bandwidth, the semantic fusion scheme can dynamically control the weight of the semantic features of the two users to balance the performance between the two users. Considering the different channel state information (CSI) of both users over DBC, a DBC-Aware method is developed that embeds the CSI of both users into the joint source-channel coding encoder and fusion module to adapt to the channel. Experimental results show that the proposed system outperforms the traditional broadcasting schemes.",https://doi.org/10.48550/arxiv.2406.10556,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
overview-of-ai-and-communication-for-6g-network-fundamentals-challenges-and-future-research-opportunities-2024,2024,"Overview of AI and Communication for 6G Network: Fundamentals, Challenges, and Future Research Opportunities",Qimei Cui; Xiaohu You; Wei Ni; Guoshun Nan; Xuefei Zhang; Jianhua Zhang; Xinchen Lyu; Ming Ai; Xiaofeng Tao; Zhiyong Feng; Ping Zhang; Qingqing Wu; Meixia Tao; Yong‐Ming Huang; Chongwen Huang; Guangyi Liu; Chenghui Peng; Zhiwen Pan; Tao Sun; Dusit Niyato; Tao Chen; Muhammad Khurram Khan; Abbas Jamalipour; Mohsen Guizani; Chau Yuen,arXiv (Cornell University),preprint,10.48550/arxiv.2412.14538,https://openalex.org/W4405627649,"With the growing demand for seamless connectivity and intelligent communication, the integration of artificial intelligence (AI) and sixth-generation (6G) communication networks has emerged as a transformative paradigm. By embedding AI capabilities across various network layers, this integration enables optimized resource allocation, improved efficiency, and enhanced system robust performance, particularly in intricate and dynamic environments. This paper presents a comprehensive overview of AI and communication for 6G networks, with a focus on emphasizing their foundational principles, inherent challenges, and future research opportunities. We first review the integration of AI and communications in the context of 6G, exploring the driving factors behind incorporating AI into wireless communications, as well as the vision for the convergence of AI and 6G. The discourse then transitions to a detailed exposition of the envisioned integration of AI within 6G networks, delineated across three progressive developmental stages. The first stage, AI for Network, focuses on employing AI to augment network performance, optimize efficiency, and enhance user service experiences. The second stage, Network for AI, highlights the role of the network in facilitating and buttressing AI operations and presents key enabling technologies, such as digital twins for AI and semantic communication. In the final stage, AI as a Service, it is anticipated that future 6G networks will innately provide AI functions as services, supporting application scenarios like immersive communication and intelligent industrial robots. In addition, we conduct an in-depth analysis of the critical challenges faced by the integration of AI and communications in 6G. Finally, we outline promising future research opportunities that are expected to drive the development and refinement of AI and 6G communications.",https://doi.org/10.48550/arxiv.2412.14538,direct,指定团队负责人直接署名：Meixia Tao,,4,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
two-birds-with-one-stone-multi-task-semantic-communications-systems-over-relay-channel-2024,2024,Two Birds with One Stone: Multi-Task Semantic Communications Systems over Relay Channel,Yujie Cao; Tong Wu; Zhiyong Chen; Yin Xu; Meixia Tao; Wenjun Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2410.12302,https://openalex.org/W4403577990,"In this paper, we propose a novel multi-task, multi-link relay semantic communications (MTML-RSC) scheme that enables the destination node to simultaneously perform image reconstruction and classification with one transmission from the source node. In the MTML-RSC scheme, the source node broadcasts a signal using semantic communications, and the relay node forwards the signal to the destination. We analyze the coupling relationship between the two tasks and the two links (source-to-relay and source-to-destination) and design a semantic-focused forward method for the relay node, where it selectively forwards only the semantics of the relevant class while ignoring others. At the destination, the node combines signals from both the source node and the relay node to perform classification, and then uses the classification result to assist in decoding the signal from the relay node for image reconstructing. Experimental results demonstrate that the proposed MTML-RSC scheme achieves significant performance gains, e.g., $1.73$ dB improvement in peak-signal-to-noise ratio (PSNR) for image reconstruction and increasing the accuracy from $64.89\%$ to $70.31\%$ for classification.",https://doi.org/10.48550/arxiv.2410.12302,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
distributed-image-semantic-communication-via-nonlinear-transform-coding-2025,2025,Distributed Image Semantic Communication via Nonlinear Transform Coding,Yufei Bo; Meixia Tao; Kai Niu,arXiv (Cornell University),preprint,10.48550/arxiv.2506.07391,https://openalex.org/W4417129424,"This paper investigates distributed source-channel coding for correlated image semantic transmission over wireless channels. In this setup, correlated images at different transmitters are separately encoded and transmitted through dedicated channels for joint recovery at the receiver. We propose a general approach for distributed image semantic communication that applies to both separate source and channel coding (SSCC) and joint source-channel coding (JSCC). Unlike existing learning-based approaches that implicitly learn source correlation in a purely data-driven manner, our method leverages nonlinear transform coding (NTC) to explicitly model source correlation from both probabilistic and geometric perspectives. A joint entropy model approximates the joint distribution of latent representations to guide adaptive rate allocation, while a transformation module aligns latent features for maximal correlation learning at the decoder. We implement this framework as D-NTSC for SSCC and D-NTSCC for JSCC, both built on Swin Transformers for effective feature extraction and correlation exploitation. Variational inference is employed to derive principled loss functions that jointly optimize encoding, decoding, and joint entropy modeling. Extensive experiments on real-world multi-view datasets demonstrate that D-NTSC and D-NTSCC outperform existing distributed SSCC and distributed JSCC baselines, respectively, achieving state-of-the-art performance in both pixel-level and perceptual quality metrics.",https://doi.org/10.48550/arxiv.2506.07391,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
distributed-nonlinear-transform-source-channel-coding-for-wireless-correlated-image-transmission-2025,2025,Distributed Nonlinear Transform Source-Channel Coding for Wireless Correlated Image Transmission,Yufei Bo; Meixia Tao,,article,10.1109/iccworkshops67674.2025.11162279,https://openalex.org/W4414406026,"This paper investigates distributed joint source-channel coding (JSCC) for correlated image semantic transmission over wireless channels. In this setup, correlated images at different transmitters are separately encoded and transmitted through dedicated channels for joint recovery at the receiver. We propose a novel distributed nonlinear transform source-channel coding (D-NTSCC) framework. Unlike existing learning-based approaches that implicitly learn source correlation in a purely data-driven manner, our method explicitly models the source correlation through joint distribution. Specifically, the correlated images are separately encoded into latent representations via an encoding transform function, followed by a JSCC encoder to produce channel input symbols. A learned joint entropy model is introduced to determine the transmission rates, which more accurately approximates the joint distribution of the latent representations and captures source dependencies, thereby improving rate-distortion performance. At the receiver, a JSCC decoder and a decoding transform function reconstruct the images from the received signals, each serving as side information for recovering the other image. Therein, a transformation module is designed to align the latent representations for maximal correlation learning. Furthermore, a loss function is derived to jointly optimize encoding, decoding, and the joint entropy model, ensuring that the learned joint entropy model approximates the true joint distribution. Experiments on multi-view datasets show that D-NTSCC outperforms state-of-the-art distributed schemes, demonstrating its effectiveness in exploiting source correlation.",https://doi.org/10.1109/iccworkshops67674.2025.11162279,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
distributed-nonlinear-transform-source-channel-coding-for-wireless-correlated-image-transmission-2025,2025,Distributed Nonlinear Transform Source-Channel Coding for Wireless Correlated Image Transmission,Yufei Bo; Meixia Tao,arXiv (Cornell University),preprint,10.48550/arxiv.2503.21249,https://openalex.org/W4415062265,"This paper investigates distributed joint source-channel coding (JSCC) for correlated image semantic transmission over wireless channels. In this setup, correlated images at different transmitters are separately encoded and transmitted through dedicated channels for joint recovery at the receiver. We propose a novel distributed nonlinear transform source-channel coding (D-NTSCC) framework. Unlike existing learning-based approaches that implicitly learn source correlation in a purely data-driven manner, our method explicitly models the source correlation through joint distribution. Specifically, the correlated images are separately encoded into latent representations via an encoding transform function, followed by a JSCC encoder to produce channel input symbols. A learned joint entropy model is introduced to determine the transmission rates, which more accurately approximates the joint distribution of the latent representations and captures source dependencies, thereby improving rate-distortion performance. At the receiver, a JSCC decoder and a decoding transform function reconstruct the images from the received signals, each serving as side information for recovering the other image. Therein, a transformation module is designed to align the latent representations for maximal correlation learning. Furthermore, a loss function is derived to jointly optimize encoding, decoding, and the joint entropy model, ensuring that the learned joint entropy model approximates the true joint distribution. Experiments on multi-view datasets show that D-NTSCC outperforms state-of-the-art distributed schemes, demonstrating its effectiveness in exploiting source correlation.",https://doi.org/10.48550/arxiv.2503.21249,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
encrypted-semantic-communications-for-privacy-preserving-2025,2025,Encrypted Semantic Communications for Privacy Preserving,Zhiyong Chen; Meixia Tao; Zhongwei Wang; Xinlai Luo,,other,10.1002/9781394247912.ch16,https://openalex.org/W4406697057,"Semantic communication, as a new communication paradigm, presents unique challenges and opportunities in terms of security and privacy. This chapter introduces an encrypted semantic communication (EnSC) system, where a key is integrated into the original information and then followed by the fusion of semantic features based on machine learning algorithm in the physical layer, to prioritize privacy preservation while seamlessly combining universality and confidentiality. Leveraging adversarial training, we develop an adversarial encryption training scheme to ensure the precision of semantic communication. Experiment results demonstrate that the EnSC consistently delivers high performance, rendering it challenging for potential eavesdroppers to reconstruct the original semantic information from intercepted messages.",https://doi.org/10.1002/9781394247912.ch16,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：other,,pending,,,0,metadata_screened,
fairness-aware-joint-source-channel-coding-for-robust-task-oriented-communication-2025,2025,Fairness-Aware Joint Source-Channel Coding for Robust Task-Oriented Communication,Jiaxuan Li; Youlong Wu; Songjie Xie; Shuai Ma; Yuanming Shi; Meixia Tao,IEEE Journal on Selected Areas in Communications,article,10.1109/jsac.2025.3638730,https://openalex.org/W4416798251,"Learning-based joint source-channel coding (JSCC) is widely used in task-oriented communication, which aims to extract and transmit only task-relevant information to improve communication efficiency. However, the learning-empowered algorithms in task-oriented communication may lead to information leakage on sensitive attributes and cause discrimination towards specific groups, resulting in fairness issues in social equity. Meanwhile, directly adopting fair representation learning techniques in the source encoder of communication systems poses significant challenges: First, the favorable fairness-utility tradeoff in the encoded feature representations would be deteriorated by channel noise and dynamic variations. Second, the inherent separation of source and channel design precludes the efficiency offered by JSCC for end-to-end transmission. To address these issues, we propose a task-oriented JSCC communication scheme, namely Fair-RIB, that achieves efficient encoding and inference while preserving group fairness. Our approach leverages an information bottleneck-based framework that maximizes the task utility information while limiting the sensitive information leakage to ensure fairness, and adopts a hypernetwork-parametrization mechanism to adapt to varying channel conditions. We also provide theoretical bounds for fairness guarantees by fully exploiting the characteristics of the channel noise, and introduce a selective noise injection mechanism to better manage the fairness-utility tradeoff. To overcome the intractability of the high-dimensional mutual information terms, we adopt variational approximations to derive a tractable upper bound for objective optimization. Experiments on benchmark tabular and image datasets demonstrate the superiority of our framework in achieving a fairness-utility tradeoff and the adaptability to channel variations.",https://doi.org/10.1109/jsac.2025.3638730,direct,指定团队负责人直接署名：Meixia Tao,ShanghaiTech University; Hong Kong University of Science and Technology; University of Hong Kong; Peng Cheng Laboratory; Shanghai Jiao Tong University; Shandong Jiaotong University,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
icdm-interference-cancellation-diffusion-models-for-wireless-semantic-communications-2025,2025,ICDM: Interference Cancellation Diffusion Models for Wireless Semantic Communications,Tong Wu; Zhiyong Chen; Dazhi He; Feng Yang; Meixia Tao; Xiaodong Xu; Wenjun Zhang; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2505.19983,https://openalex.org/W4414587783,"Diffusion models (DMs) have recently achieved significant success in wireless communications systems due to their denoising capabilities. The broadcast nature of wireless signals makes them susceptible not only to Gaussian noise, but also to unaware interference. This raises the question of whether DMs can effectively mitigate interference in wireless semantic communication systems. In this paper, we model the interference cancellation problem as a maximum a posteriori (MAP) problem over the joint posterior probability of the signal and interference, and theoretically prove that the solution provides excellent estimates for the signal and interference. To solve this problem, we develop an interference cancellation diffusion model (ICDM), which decomposes the joint posterior into independent prior probabilities of the signal and interference, along with the channel transition probablity. The log-gradients of these distributions at each time step are learned separately by DMs and accurately estimated through deriving. ICDM further integrates these gradients with advanced numerical iteration method, achieving accurate and rapid interference cancellation. Extensive experiments demonstrate that ICDM significantly reduces the mean square error (MSE) and enhances perceptual quality compared to schemes without ICDM. For example, on the CelebA dataset under the Rayleigh fading channel with a signal-to-noise ratio (SNR) of $20$ dB and signal to interference plus noise ratio (SINR) of 0 dB, ICDM reduces the MSE by 4.54 dB and improves the learned perceptual image patch similarity (LPIPS) by 2.47 dB.",https://doi.org/10.48550/arxiv.2505.19983,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
importance-aware-resource-allocations-for-mimo-semantic-communication-2025,2025,Importance-Aware Resource Allocations for MIMO Semantic Communication,Yue Cao; Youlong Wu; Lixiang Lian; Meixia Tao,Entropy,article,10.3390/e27060605,https://openalex.org/W4411060975,"This study proposes a separate source-channel coding (SSCC) framework to address semantic communication challenges in MIMO systems, overcoming the limitations of joint source-channel coding (JSCC) in channel adaptation and model reusability. Traditional systems suffer from bit-level redundancy in 6G, while JSCC struggles with complex channel variations. Our solution decouples semantic processing from channel coding through a three-tier architecture: (1) Variational autoencoder (VAE)-based semantic encoder and decoder for source coding, (2) A communication-informed bottleneck attribution (CIBA) mechanism quantifying feature importance for learning tasks, and (3) An importance-aware resource allocation scheme aligning communication objectives with deep learning tasks. Systematic experiments validate CIBA's effectiveness in deriving importance scores that bridge learning tasks and communication optimization. Comparisons of feature perturbation schemes confirm the necessity of importance-aware resource allocation, with the proposed allocation strategy outperforming conventional methods in task performance metrics. The SSCC design enhances model reusability while maintaining adaptability to diverse MIMO configurations. By integrating interpretable AI with resource management, this work establishes a foundation for SSCC semantic communication systems in resource-constrained environments, prioritizing semantic fidelity and task efficacy over bit-level redundancy. The methodology highlights the critical role of importance awareness in optimizing both communication efficiency and learning task performance.",https://doi.org/10.3390/e27060605,direct,指定团队负责人直接署名：Meixia Tao,ShanghaiTech University; Shanghai Jiao Tong University; Shandong Jiaotong University,5,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,项目规则排除 MDPI 论文,,pending,,,0,metadata_screened,
knowledge-distillation-driven-semantic-noma-for-image-transmission-with-diffusion-model-2025,2025,Knowledge Distillation Driven Semantic NOMA for Image Transmission with Diffusion Model,"Qifei Wang; Zhen Gao; Sun, Shuo; Zhijin Qin; Xiaodong Xu; Meixia Tao",arXiv (Cornell University),preprint,10.48550/arxiv.2509.07363,https://openalex.org/W4416065819,"As a promising 6G enabler beyond conventional bit-level transmission, semantic communication can considerably reduce required bandwidth resources, while its combination with multiple access requires further exploration. This paper proposes a knowledge distillation-driven and diffusion-enhanced (KDD) semantic non-orthogonal multiple access (NOMA), named KDD-SemNOMA, for multi-user uplink wireless image transmission. Specifically, to ensure robust feature transmission across diverse transmission conditions, we firstly develop a ConvNeXt-based deep joint source and channel coding architecture with enhanced adaptive feature module. This module incorporates signal-to-noise ratio and channel state information to dynamically adapt to additive white Gaussian noise and Rayleigh fading channels. Furthermore, to improve image restoration quality without inference overhead, we introduce a two-stage knowledge distillation strategy, i.e., a teacher model, trained on interference-free orthogonal transmission, guides a student model via feature affinity distillation and cross-head prediction distillation. Moreover, a diffusion model-based refinement stage leverages generative priors to transform initial SemNOMA outputs into high-fidelity images with enhanced perceptual quality. Extensive experiments on CIFAR-10 and FFHQ-256 datasets demonstrate superior performance over state-of-the-art methods, delivering satisfactory reconstruction performance even at extremely poor channel conditions. These results highlight the advantages in both pixel-level accuracy and perceptual metrics, effectively mitigating interference and enabling high-quality image recovery.",https://doi.org/10.48550/arxiv.2509.07363,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
