citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
synonymity-based-semantic-coding-for-efficient-speech-compression-2025,2025,Synonymity-Based Semantic Coding for Efficient Speech Compression,Shanhui Gan; Zijian Liang; Kai Niu; Ping Zhang,Interspeech 2025,proceedings-article,10.21437/interspeech.2025-2483,,,https://doi.org/10.21437/interspeech.2025-2483,direct,"补充数据库轮次核验：指定负责人直接署名（Kai Niu, Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。",,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2025_Gan_Synonymity_Based_Semantic_Coding_for_Efficient_Speech_Compression.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Synonymity_Based_Semantic_Coding_for_Efficient_Speech_Compression.pdf,8dd153e6d40e3738e03ea9af39f083c4dfe16a5a89a5d91558337e26ec13f0e7,5,fulltext_evidence_extracted,
taming-learnable-codebook-design-and-modulation-for-digital-semantic-image-communication-2025,2025,Taming Learnable Codebook Design and Modulation for Digital Semantic Image Communication,Yingbin Zhou; Yaping Sun; Hongyang Du; Guanying Chen; Xiaodong Xu; Hao Chen; Ping Zhang; Shuguang Cui,IEEE Internet of Things Journal,article,10.1109/jiot.2025.3619193,https://openalex.org/W4414956244,"Semantic communication employs deep learning to transmit semantically meaningful information rather than raw data, thereby improving communication efficiency. To facilitate the adaptation of continuous semantic features to digital transmission systems, vector quantization (VQ) serves as an effective approach for discretizing high-dimensional features into compact codebook indices. However, existing VQ-based systems face a critical dilemma: conventional VQ codebooks demand large index ranges to preserve fidelity, contradicting digital modulation’s need for limited discrete states to ensure noise robustness. To bridge this gap, we design a 2K image transmission framework that jointly considers codebook compactness and transmission robustness. The framework operates in two stages: In Stage 1, we devise MOC-RVQ, a multi-head ordered codebook (MOC) with residual vector quantization (RVQ) to reduce the index range while maintaining image fidelity. In Stage 2, a Swin Transformer-based noise reduction block (NRB) is integrated with feature requantization for further robust restoration. Experiments on 2K-resolution datasets demonstrate that the proposed MOC-RVQ surpasses traditional codecs like BPG, JPEG, and learnable baselines, while maintaining low transmission overhead.",https://doi.org/10.1109/jiot.2025.3619193,direct,指定团队负责人直接署名：Ping Zhang,"Chinese University of Hong Kong, Shenzhen; Peng Cheng Laboratory; University of Hong Kong; University Town of Shenzhen; Beijing University of Posts and Telecommunications; State Key Laboratory of Networking and Switching Technology",2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Zhou_Taming_Learnable_Codebook_Design_and_Modulation_for_Digital_Semantic_Image_Communication.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Taming_Learnable_Codebook_Design_and_Modulation_for_Digital_Semantic_Image_Communication.pdf,6db5ba7059c20373b44241b1aacdf1dbdbe62323e729cf68f405455f3de1d9c9,14,fulltext_evidence_extracted,
task-agnostic-semantic-communications-relying-on-information-bottleneck-and-federated-meta-learning-2025,2025,Task-Agnostic Semantic Communications Relying on Information Bottleneck and Federated Meta-Learning,Hao Wei; Wen Wang; Wanli Ni; Wenjun Xu; Yongming Huang; Dusit Niyato; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3632819,https://openalex.org/W4416582693,"As a paradigm shift towards pervasive intelligence, semantic communication (SemCom) has shown great potentials to improve communication efficiency and provide user-centric services by delivering task-oriented semantic meanings. However, the exponential growth in connected devices, data volumes, and communication demands presents significant challenges for practical SemCom design, particularly in resource-constrained wireless networks. In this work, we propose a task-agnostic semantic communication (TASC) framework capable of supporting multimodal data across diverse tasks. To investigate the interplay between communication and intelligent tasks from an information-theoretic perspective, we introduce a distributed multimodal information bottleneck (DMIB) principle, which enables the extraction of minimal sufficient unimodal and multimodal representations by eliminating redundant information while preserving task-relevant semantics. To further reduce the communication overhead, we develop an adaptive semantic feature transmission method under dynamic channel conditions. Then, TASC is trained based on federated meta-learning (FML) to learn a well-initialized model for rapid adaptation and generalization. To gain deep insights, we conduct theoretical analysis and devise resource management to accelerate convergence while minimizing the training latency and energy cost. Moreover, we develop a joint user selection and resource allocation algorithm to address the non-convex problem with theoretical guarantees. Extensive simulation results validate the effectiveness and superiority of the proposed TASC compared to baselines.",https://doi.org/10.1109/twc.2025.3632819,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Purple Mountain Laboratories; Tsinghua University; Nanyang Technological University,1,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wei_Task_Agnostic_Semantic_Communications_Relying_on_Information_Bottleneck_and_Federated_Meta.pdf,downloaded,reused local corpus: information-bottleneck-semantic-communications\papers\2025_Yuan_Task_Agnostic_Semantic_Communications_IB_Meta_Learning.pdf,51e4cd1289c7b2359305806076d2cdc3cc1f8a87c127ad261e9b6b2eaf7ba65c,18,fulltext_evidence_extracted,
task-oriented-cloud-edge-device-collaborative-semantic-communication-trade-off-between-privacy-preserving-and-qoais-2025,2025,Task-Oriented Cloud-Edge-Device Collaborative Semantic Communication: Trade-off Between Privacy-Preserving and QoAIS,Guanwu Jiang; Shujun Han; Xiaodong Xu; Wenzhao Zhang; Ping Zhang,IEEE Transactions on Information Forensics and Security,article,10.1109/tifs.2025.3622076,https://openalex.org/W4415366858,"In this paper, we formulate a Secure Hierarchical Semantic Communication (SH-SC) framework that leverages cloud-edge-device collaboration to enable efficient, robust, and privacy-preserving semantic communications. Firstly, we propose a quantization-aware efficient semantic communication (SemCom) model pre-training scheme running in the cloud. In particular, a semantic quantization method is applied to reduce the data required for transmission, and a quantization-aware multi-splitting points training method is proposed to mitigate the accuracy loss caused by quantization. Secondly, we propose a robust SemCom model deployment strategy in local device and honest but curious edge server for privacy-preserving, where a post-training quantization method on the device is proposed to reduce the computational overhead and enhance privacy preservation. Thirdly, we propose a SemCom model based adaptive device-edge collaborative inferencing mechanism for SemCom quality of AI services (QoAIS), where a Joint Quantization Device-Edge Collaboration Semantic Communication (JQDESC) scheme is formulated. Moreover, we provide a theoretical analysis of the privacy preservation of the proposed quantization scheme against model inversion attack through back-propagation and quantization error accumulation. Experimental results demonstrate that our proposed JQDESC scheme effectively protects privacy under various adversarial capabilities, and has better performance in memory usage and end-to-end latency while maintaining similar accuracy.",https://doi.org/10.1109/tifs.2025.3622076,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications,1,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Jiang_Task_Oriented_Cloud_Edge_Device_Collaborative_Semantic_Communication_Trade_off_Between_Pri.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Task-Oriented_Cloud-Edge-Device_Collaborative_Semantic_Communication_Trade-off_Between_Privacy-Preserving_and_QoAIS.pdf,d9781d7197957df3d15f6152a72784293823323b937242cfe0233d9a20f7de24,16,fulltext_evidence_extracted,
timely-gossiping-for-semantic-based-status-tracking-in-robotic-communications-2025,2025,Timely Gossiping for Semantic-Based Status Tracking in Robotic Communications,Yanlin Li; Xiaoqi Qin; Xianxin Song; Lexi Xu; Yue Zhao; Dusit Niyato; Ping Zhang,IEEE Transactions on Vehicular Technology,article,10.1109/tvt.2025.3585664,,,https://doi.org/10.1109/tvt.2025.3585664,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2025_Li_Timely_Gossiping_for_Semantic_Based_Status_Tracking_in_Robotic_Communications.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Timely_Gossiping_for_Semantic-Based_Status_Tracking_in_Robotic_Communications.pdf,4477cc79847a63d4bebc2d861c82c91fbb0e2a6109ed4525c5ce1f8bcc582b00,15,fulltext_evidence_extracted,
token-communication-in-the-era-of-large-models-an-information-bottleneck-based-approach-2025,2025,Token Communication in the Era of Large Models: An Information Bottleneck-Based Approach,Hao Wei; Wanli Ni; Wen Wang; Wenjun Xu; Dusit Niyato; Ping Zhang,IEEE Wireless Communications Letters,article,10.1109/lwc.2025.3622628,https://openalex.org/W4415482678,"This letter proposes UniToCom, a unified token communication paradigm that treats tokens as the fundamental units for both processing and wireless transmission. Specifically, to enable efficient token representations, we propose a generative information bottleneck (GenIB) principle, which facilitates the learning of tokens that preserve essential information while supporting reliable generation across multiple modalities. By doing this, GenIB-based tokenization is conducive to improving the communication efficiency and reducing computational complexity. Additionally, we develop σ-GenIB to address the challenges of variance collapse in autoregressive modeling, maintaining representational diversity and stability. Moreover, we employ a causal Transformer-based multimodal large language model (MLLM) at the receiver to unify the processing of both discrete and continuous tokens under the next-token prediction paradigm. Simulation results validate the effectiveness and superiority of the proposed UniToCom compared to baselines under dynamic channel conditions. By integrating token processing with MLLMs, UniToCom enables scalable and generalizable communication in favor of multimodal understanding and generation, providing a potential solution for next-generation intelligent communications.",https://doi.org/10.1109/lwc.2025.3622628,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Tsinghua University; Purple Mountain Laboratories; Nanyang Technological University,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wei_Token_Communication_in_the_Era_of_Large_Models_An_Information_Bottleneck_Based_Approach.pdf,downloaded,https://arxiv.org/pdf/2507.01728,79c62a6069181e1907b62fefc9e4430bb13073a8d4f6cd78f80f3f8ab305062a,5,fulltext_evidence_extracted,
wireless-synonymous-image-transmission-with-joint-spatial-power-domain-adaptation-2025,2025,Wireless Synonymous Image Transmission with Joint Spatial-Power Domain Adaptation,Jiangtao Liu; Zijian Liang; Kai Niu; Ping Zhang,,article,10.1109/iccc65529.2025.11148621,https://openalex.org/W4414117119,"This paper proposes an end-to-end learnable wireless image transmission scheme, with joint spatial-power domain adaptation through spatial synonymity and power allocation. In this scheme, the transmitter employs a spatial synonym-based clustering algorithm to adaptively extract vital semantic information from the latent features of the image for wireless transmission. Afterwards, an adaptive power allocation strategy is adopted to reduce the impact of channel noise. At the receiver, after a corresponding signal detection, a synonym decoder with a prediction model is used to achieve accurate image reconstruction from partial information. Extensive experiments demonstrate that the proposed method can achieve superior bandwidth utilization and image reconstruction quality in Rayleigh fading channels, outperforming existing Deep Joint Source Channel Coding (DJSCC) schemes.",https://doi.org/10.1109/iccc65529.2025.11148621,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Liu_Wireless_Synonymous_Image_Transmission_with_Joint_Spatial_Power_Domain_Adaptation.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Wireless_Synonymous_Image_Transmission_with_Joint_Spatial-Power_Domain_Adaptation.pdf,28cfef15bd22aebb1d9cd2485c5ce19a9bcfed8dba4bc054af7aa8ece6b080f9,6,fulltext_evidence_extracted,
sdacsemantic-digital-analog-converter-for-semantic-communications-2025,2025,sDAC—Semantic Digital Analog Converter for Semantic Communications,Zhicheng Bao; Haotai Liang; Xiaoyi Liu; Cong Li; Chen Dong; Xiaodong Xu; Cheng Guo; Hao Chen; Ping Zhang,IEEE Transactions on Communications,article,10.1109/tcomm.2025.3566976,https://openalex.org/W4410087185,"In this paper, we propose a novel semantic digital analog converter (sDAC) for the compatibility between semantic and digital communications. Most of the current semantic communication systems rely primarily on analog modulation, limiting their integration with digital communication systems, which are more common in practice. In fact, traditional quantization methods are unsuitable for semantic communication because they do not account for semantic information within symbols. These factors block the wide application of the semantic communication. To address these challenges, sDAC is proposed. It is a simple yet efficient and generative module used to realize digital and analog bi-directional conversion. The entire process is independent of any specific semantic model, modulation methods, or channel conditions. In the experiment section, the performance of sDAC is tested across different semantic models, semantic tasks, modulation methods, channel conditions and quantization orders. Test results show that the proposed sDAC has great generative properties and channel robustness.",https://doi.org/10.1109/tcomm.2025.3566976,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; China Academy of Space Technology; Peng Cheng Laboratory,8,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Bao_sDAC_Semantic_Digital_Analog_Converter_for_Semantic_Communications.pdf,downloaded,https://arxiv.org/pdf/2405.02335,741ee177af6e0bf6da43d40cd4f5bc12ca6a6fbad1ae0757f843b6f357f53ff5,12,fulltext_evidence_extracted,
2-dam-sc-2-d-adaptive-modulation-for-semantic-communications-under-shadowed-fading-channels-2026,2026,2-DAM-SC: 2-D-Adaptive Modulation for Semantic Communications Under Shadowed Fading Channels,Chenyao Liu; Yimeng Zhang; Wenjun Xu; Liyang Lu; Jiaqi Wang; Dusit Niyato; Ping Zhang,IEEE Wireless Communications Letters,article,10.1109/lwc.2026.3680659,,,https://doi.org/10.1109/lwc.2026.3680659,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Liu_2_DAM_SC_2_D_Adaptive_Modulation_for_Semantic_Communications_Under_Shadowed_Fading_Channel.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\2-DAM-SC_2-D-Adaptive_Modulation_for_Semantic_Communications_Under_Shadowed_Fading_Channels.pdf,938537bcb3afee64b9720292313565031679dc083e857743d4cfd1cd137e34cf,5,fulltext_evidence_extracted,
adaptive-frame-interpolation-symbolic-semantic-communication-for-low-latency-wireless-video-transmission-2026,2026,Adaptive Frame Interpolation Symbolic Semantic Communication for Low Latency Wireless Video Transmission,Xiaoxuan Qi; Nan Ma; Yijing Lin; Wenkai Liu; Zhicheng Bao; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2026.3662328,,,https://doi.org/10.1109/tccn.2026.3662328,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Qi_Adaptive_Frame_Interpolation_Symbolic_Semantic_Communication_for_Low_Latency_Wireless_Vide.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Adaptive_Frame_Interpolation_Symbolic_Semantic_Communication_for_Low_Latency_Wireless_Video_Transmission.pdf,6028866b15aaee6b76195370cfd77bf2b485c3aaa66b54b5edb2602052002d5c,16,fulltext_evidence_extracted,
channel-adaptive-cross-modal-generative-semantic-communication-for-point-cloud-transmission-2026,2026,Channel-Adaptive Cross-Modal Generative Semantic Communication for Point Cloud Transmission,Wanting Yang; Zehui Xiong; Qianqian Yang; Ping Zhang; Mérouane Debbah; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2026.3657061,,,https://doi.org/10.1109/tccn.2026.3657061,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Yang_Channel_Adaptive_Cross_Modal_Generative_Semantic_Communication_for_Point_Cloud_Transmissio.pdf,downloaded,https://arxiv.org/pdf/2506.03211,835533086bbb7f40c593046c88ee4a36f7d69d5a22933e63f08aa46e23e0419e,13,fulltext_evidence_extracted,
cross-modal-generative-semantic-communications-powered-by-semantic-knowledge-base-2026,2026,Cross-Modal Generative Semantic Communications Powered by Semantic Knowledge Base,Zechuan Fang; Mengying Sun; Sen Wang; Xiaodong Xu; Haixiao Gao; Jinghong Huang; Shujun Han; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2025.3650269,,,https://doi.org/10.1109/tnse.2025.3650269,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,4,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Fang_Cross_Modal_Generative_Semantic_Communications_Powered_by_Semantic_Knowledge_Base.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Cross-Modal_Generative_Semantic_Communications_Powered_by_Semantic_Knowledge_Base.pdf,c692de54bc75f8d047f4d6417dda5d6b2350874fdd54847b526df6673d19d60c,18,fulltext_evidence_extracted,
dgsemcom-digital-generative-semantic-communications-via-discrete-denoising-diffusion-model-for-latent-error-correction-2026,2026,DGSemCom: Digital Generative Semantic Communications via Discrete Denoising Diffusion Model for Latent Error Correction,Junxiao Liang; Wenjun Xu; Long Liu; Fengyu Wang; Xiaodong Xu; Jiejie Guo; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2026.3709956,https://openalex.org/W7168141842,,https://doi.org/10.1109/twc.2026.3709956,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2026_Liang_DGSemCom_Digital_Generative_Semantic_Communications_via_Discrete_Denoising_Diffusion_Model.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\DGSemCom_Digital_Generative_Semantic_Communications_via_Discrete_Denoising_Diffusion_Model_for_Latent_Error_Correction.pdf,71852f36f10a6c406060cc8a3d7087aa9c67429354f20993a50e10270efa0fa5,16,fulltext_evidence_extracted,
distributed-semantic-communication-via-nonlinear-transform-coding-for-correlated-images-2026,2026,Distributed Semantic Communication via Nonlinear Transform Coding for Correlated Images,Yufei Bo; Meixia Tao; Kai Niu,IEEE Transactions on Communications,article,10.1109/tcomm.2026.3698877,,,https://doi.org/10.1109/tcomm.2026.3698877,direct,补充数据库轮次核验：指定负责人直接署名（Kai Niu）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Bo_Distributed_Semantic_Communication_via_Nonlinear_Transform_Coding_for_Correlated_Images.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Distributed_Semantic_Communication_via_Nonlinear_Transform_Coding_for_Correlated_Images.pdf,6b2936556373a1f8f96c0926942610c899518ffa6d930a46566a1b64c9fc5777,16,fulltext_evidence_extracted,
evolutionary-knowledge-enhanced-semantic-communication-transition-from-siso-to-mimo-2026,2026,Evolutionary Knowledge-Enhanced Semantic Communication: Transition From SISO to MIMO,Bizhu Wang; Huachao Xiong; Shujun Han; Mengying Sun; Daiqi Zhang; Xiaodong Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3662778,,,https://doi.org/10.1109/tnse.2026.3662778,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Wang_Evolutionary_Knowledge_Enhanced_Semantic_Communication_Transition_From_SISO_to_MIMO.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Evolutionary_Knowledge-Enhanced_Semantic_Communication_Transition_From_SISO_to_MIMO.pdf,d576d1d2cb1900a17d220d1cd0fcfbec01e92a7d88e03f1f1750dcc00a322e32,16,fulltext_evidence_extracted,
flexible-bit-and-semantic-on-demand-transmission-framework-in-hyper-reliable-and-low-latency-communications-scenarios-2026,2026,Flexible Bit and Semantic On-Demand Transmission Framework in Hyper-Reliable and Low Latency Communications Scenarios,Jingxuan Zhang; Xiqi Cheng; Haijun Zhang; Peng Cui; Suyu Lv; Xiaodong Xu; Ping Zhang; Tony Q. S. Quek,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3598278,,,https://doi.org/10.1109/twc.2025.3598278,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,2,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Zhang_Flexible_Bit_and_Semantic_On_Demand_Transmission_Framework_in_Hyper_Reliable_and_Low_Laten.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Flexible_Bit_and_Semantic_On-Demand_Transmission_Framework_in_Hyper-Reliable_and_Low_Latency_Communications_Scenarios.pdf,bdeb1a11fe9341b38ca73ded402f65d6348b6e2231b693885136d25e2458f498,14,fulltext_evidence_extracted,
generative-semantic-communication-for-ai-model-parameters-2026,2026,Generative Semantic Communication for AI Model Parameters,Yihao Sun; Sheng Jiang; Chen Dong; Mengying Sun; Qiyun Guo; Xiaodong Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3687075,,,https://doi.org/10.1109/tnse.2026.3687075,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Sun_Generative_Semantic_Communication_for_AI_Model_Parameters.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Generative_Semantic_Communication_for_AI_Model_Parameters.pdf,1efa4614399f22d1900ec4d8800746d5ca1f002a184b48c11f7ea82fd4e9d6f7,19,fulltext_evidence_extracted,
hsckbase-a-robust-hierarchical-federated-learning-framework-for-semantic-communication-knowledge-base-in-regionalized-se-2026,2026,HSCKBase: A Robust Hierarchical Federated Learning Framework for Semantic Communication Knowledge Base in Regionalized Service Scenarios,Liang Li; Nan Ma; Yuhang Zhu; Jinyi Zhao; Xiaoxuan Qi; Ping Zhang,IEEE Transactions on Mobile Computing,article,10.1109/tmc.2026.3684573,https://openalex.org/W7154565866,"Multi-user, real-time semantic communication is the key to applying next-generation mobile communication technologies to realize complex, multimedia interactive applications in regionalized service scenarios. However, two factors challenge existing model-structure-based semantic knowledge base (SKB) updating and aggregation approaches, including the stochastic nature of mobile devices' service participation and the gradient-based update of multimedia multidimensional attributes. Therefore, this paper proposes a hierarchical federated learning (HFL)- based service framework for SKB updating and aggregation. Specifically, we first propose a synchronized waiting mechanism and a dynamic batch-updating aggregation approach for HFL SKB updating to overcome the efficiency and accuracy challenges caused by uncertainty in the distribution of computational resources. Secondly, the HSCKBase framework proposes a forced-wait mechanism for sub-network gradient updates to address the unreliability of gradient computation during sub-network aggregation. Finally, the HSCKBase framework proposes a weighted-average algorithm to mitigate the impact of uneven sub-network distribution, caused by the randomness of mobile device service participation, on the global SKB convergence efficiency and accuracy. Experiments demonstrate that HSCKBase achieves higher global updating and aggregation accuracy, lower communication latency, and greater robustness than existing HFL-based SKB updating and aggregation approaches, while ensuring the availability of the source semantic coding.",https://doi.org/10.1109/tmc.2026.3684573,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Communication University of Zhejiang; Communication University of China,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2026_Li_HSCKBase_A_Robust_Hierarchical_Federated_Learning_Framework_for_Semantic_Communication_Kno.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\HSCKBase_A_Robust_Hierarchical_Federated_Learning_Framework_for_Semantic_Communication_Knowledge_Base_in_Regionalized_Service_Scenarios.pdf,786a56fea602fcced85bda619f59cb871e18a97002da460d111cadcb3d9bb47c,17,fulltext_evidence_extracted,
important-bits-prefix-m-ary-quadrature-amplitude-modulation-for-semantic-communications-2026,2026,Important Bits Prefix M-Ary Quadrature Amplitude Modulation for Semantic Communications,Haonan Lu; Rui Meng; Xiaodong Xu; Yiming Liu; Ping Zhang; Dusit Niyato,IEEE Wireless Communications Letters,article,10.1109/lwc.2026.3693913,,,https://doi.org/10.1109/lwc.2026.3693913,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Lu_Important_Bits_Prefix_M_Ary_Quadrature_Amplitude_Modulation_for_Semantic_Communications.pdf,downloaded,reused local corpus: digital-semantic-communications\papers\2026_Lu_Important_Bits_Prefix_MQAM_Semantic_Communications.pdf,5038f3269e00b9a90c2565a4deed8cd3ec511b11a0e5b56f4cc74ed14089b9fb,5,fulltext_evidence_extracted,
integration-of-semantic-communication-and-state-tracking-for-intellicise-agentic-collaboration-2026,2026,Integration of Semantic Communication and State Tracking for Intellicise Agentic Collaboration,Yanlin Li; Ruichen Zhang; Junming Shao; Xiaoqi Qin; Dusit Niyato; Ping Zhang,IEEE Communications Magazine,article,10.1109/mcom.001.2500793,,,https://doi.org/10.1109/mcom.001.2500793,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2026_Li_Integration_of_Semantic_Communication_and_State_Tracking_for_Intellicise_Agentic_Collabora.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Integration_of_Semantic_Communication_and_State_Tracking_for_Intellicise_Agentic_Collaboration.pdf,1513ed32f5dde8501941751348e37b660093d841d42ae1042a308c804c2391ce,8,fulltext_evidence_extracted,
