year,volume,issue,pages,title,authors,venue,doi,screening_status,screening_reason,publication_year_basis
2026,12,,966-980,Non-Orthogonal Superimposed Pilot for Goodput Enhancement in Digital Semantic Communication,Jian Zou; Jian Xiao; Han Shen; Wenwu Xie; Fanyang Meng; Liang Yang; Yongsheng Liang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3573407,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,3436-3451,On the Effectiveness of Task-Oriented Digital Semantic Communication System,Xingyu Mao; Qifa Yan; Bin Dai; Xiaohu Tang; Zhengchun Zhou,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3628475,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,805-819,Over-the-Air ODE-Inspired Neural Network for Dual Task-Oriented Semantic Communications,Mengbing Liu; Jiancheng An; Chongwen Huang; Chau Yuen,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3569604,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,11183-11200,PLM-Based Two-Stage Semantic Encoding for Task-Oriented Semantic Communication on the Fly,Qing Cai; Yiqing Zhou; Ling Liu; Nankun Wang; Pingyi Fan; Tianjiao Chen; Baoming Bai; Yihao Wu; Guangyi Liu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3718954,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,2513-2525,Personalized Federated Learning for GAI-Assisted Semantic Communications,Yubo Peng; Feibo Jiang; Li Dong; Kezhi Wang; Kun Yang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3586904,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,11087-11101,Rate-Adaptive Vector Quantization for Deep Joint Source-Channel Coding,Jiwan Seo; Jeongseok Ha; Joonhyuk Kang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3720206,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,6598-6612,Region-of-Interest Oriented Image Semantic Communication,Heng Zhu; Yuanyuan Xu; Kun Zhu; Juan Li; Dusit Niyato,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3668816,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,524-544,Resource Allocation for Semantic Communication in NTN Downlinks,Frodouard Minani; Makoto Kobayashi; Takuya Fujihashi; Md. Abdul Alim; Shunsuke Saruwatari; Masahiro Nishi; Takashi Watanabe,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3558006,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,8239-8255,SADJSCC: Semantic-Aware DJSCC With Attribute Fidelity Evaluation for Channel-Adaptive Image Transmission,Man Xu; Chan–Tong Lam; Yuanhui Liang; Benjamin Ng; Hawking Lai; Bowen Liu; Xiaochen Yuan; Sio‐Kei Im,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3690646,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,5047-5062,ST-VJSCC: Spatio-Temporal Video DeepJSCC Scheme for Adaptive Wireless Transmission,Xinyi Zhou; Danlan Huang; Zhixin Qi; Ting Jiang; You Yang; Zhiyong Feng,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3641521,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,8106-8122,Secure Intellicise Wireless Network: Agentic AI for Coverless Semantic Steganography Communication,Rui Meng; Song Gao; Bingxuan Xu; Xiaodong Xu; Jianqiao Chen; Nan Ma; Pei Xiao; Ping Zhang; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3692413,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,204-216,Secure and Robust Joint Source-Channel Coding With Semantic Clustering and Adversarial Purification,Xin Huang; Liang Zeng; Yaojun Lu; Jianping An,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3556777,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,9775-9789,SemDiffShield: Agentic AI-Empowered Secure Image Semantic Communication via Cryptographic Diffusion,Taojie Zhu; Ao Zhang; Qiang Wu; Mingkai Chen; Zhenyu Liu; Tiesong Zhao; Lei Wang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3710538,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,1139-1154,Semantic Communication for Cooperative Perception Using HARQ,Yucheng Sheng; Le Liang; Hao Ye; Shi Jin; Geoffrey Ye Li,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3579540,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,7382-7398,Semantic Communication for Machines: A Joint Transmission and Understanding Design,Qi He; Hongxin Zhang; Kaiwen Yu; Gang Wu; Zhi Chen; Tony Q. S. Quek,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3683217,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,283-297,Semantic Feature Division Multiple Access for Digital Semantic Multiple Access Channels,Bin Shen; Shuai Ma; Rui Chen; Youlong Wu; Hang Li; Guangming Shi; Shiyin Li; Naofal Al-Dhahir,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3558018,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,7076-7097,"Semantic Radio Access Networks: Architecture, State-of-the-Art, and Future Directions",Rui Meng; Zixuan Huang; Jingshu Yan; Mengying Sun; Yiming Liu; Chenyuan Feng; Xiaodong Xu; Zhidi Zhang; Song Gao; Ping Zhang; Tony Q. S. Quek,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3683191,related,adjacent visual coding/transmission lineage retained for boundary comparison,2026 Early Access / volume pending
2026,12,,7157-7171,Task-Adaptive Semantic Communication With Feedback: A Conditional Rate-Distortion Approach,Jinghang He; Yajing Deng; Shaohua Wu; Bin Cao; Siqi Meng; Weihan Zhang; Qinyu Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3682513,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,7983-7996,Task-Generalizable Deep Joint Source-Channel Coding via Hierarchical Masked Autoencoders,Simin Dai; Xuechen Chen; Xiaoheng Deng; Siyu Lin,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3691535,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,2814-2828,Topic Enhanced Semantic Communication System for Reliable Semantic Recovery,Yuyuan Zhang; Yichi Zhang; Haitao Zhao; Peng Luo; Kaiwen Tan; Jiewen Deng; Jibo Wei,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3579558,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,6988-7000,Toward Intelligent IoT Services: A Generative AI-Assisted Semantic-Aware Framework,Xupeng Niu; Weijie Yuan; Long Tan; Jun Wu; Xianbin Wang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3677174,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,6726-6740,Uplink-Assisted Joint Channel Estimation and CSI Feedback: An Approach Based on Deep Joint Source-Channel Coding,Yiran Guo; Wei Chen; Bo Ai,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3676414,related,adjacent visual coding/transmission lineage retained for boundary comparison,formal TCSVT volume year
2026,12,,10060-10077,VQ-DSC-R: Robust Vector Quantized-Enabled Digital Semantic Communication With OFDM Transmission,Jianqiao Chen; Nan Ma; Xiaodong Xu; Tingting Zhu; Huishi Song; Chen Dong; Wenkai Liu; Rui Meng; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3712380,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
